Comunidades autónomas;Tipología penal;Periodos:;Total
PAÍS VASCO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-marzo 2023;1.754
PAÍS VASCO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-marzo 2024;1.328
PAÍS VASCO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-24,3
PAÍS VASCO;7.1.-Robos con fuerza en domicilios;enero-marzo 2023;1.042
PAÍS VASCO;7.1.-Robos con fuerza en domicilios;enero-marzo 2024;835
PAÍS VASCO;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-19,9
PAÍS VASCO;8. Hurtos;enero-marzo 2023;7.950
PAÍS VASCO;8. Hurtos;enero-marzo 2024;7.413
PAÍS VASCO;8. Hurtos;Variación % 2024/2023;-6,8
PAÍS VASCO;9. Sustracciones de vehículos;enero-marzo 2023;155
PAÍS VASCO;9. Sustracciones de vehículos;enero-marzo 2024;162
PAÍS VASCO;9. Sustracciones de vehículos;Variación % 2024/2023;4,5
PAÍS VASCO;10. Tráfico de drogas;enero-marzo 2023;169
PAÍS VASCO;10. Tráfico de drogas;enero-marzo 2024;194
PAÍS VASCO;10. Tráfico de drogas;Variación % 2024/2023;14,8
PAÍS VASCO;11. Resto de criminalidad convencional;enero-marzo 2023;9.163
PAÍS VASCO;11. Resto de criminalidad convencional;enero-marzo 2024;9.477
PAÍS VASCO;11. Resto de criminalidad convencional;Variación % 2024/2023;3,4
PAÍS VASCO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-marzo 2023;6.284
PAÍS VASCO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-marzo 2024;7.191
PAÍS VASCO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;14,4
PAÍS VASCO;12.-Estafas informáticas;enero-marzo 2023;5.532
PAÍS VASCO;12.-Estafas informáticas;enero-marzo 2024;6.494
PAÍS VASCO;12.-Estafas informáticas;Variación % 2024/2023;17,4
PAÍS VASCO;13.-Otros ciberdelitos;enero-marzo 2023;752
PAÍS VASCO;13.-Otros ciberdelitos;enero-marzo 2024;697
PAÍS VASCO;13.-Otros ciberdelitos;Variación % 2024/2023;-7,3
PAÍS VASCO;III. TOTAL INFRACCIONES PENALES;enero-marzo 2023;26.412
PAÍS VASCO;III. TOTAL INFRACCIONES PENALES;enero-marzo 2024;26.881
PAÍS VASCO;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;1,8
RIOJA (LA);I. CRIMINALIDAD CONVENCIONAL;enero-marzo 2023;2.345
RIOJA (LA);I. CRIMINALIDAD CONVENCIONAL;enero-marzo 2024;2.313
RIOJA (LA);I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-1,4
RIOJA (LA);1. Homicidios dolosos y asesinatos consumados;enero-marzo 2023;0
RIOJA (LA);1. Homicidios dolosos y asesinatos consumados;enero-marzo 2024;1
RIOJA (LA);1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;100,0
RIOJA (LA);2. Homicidios dolosos y asesinatos en grado tentativa;enero-marzo 2023;1
RIOJA (LA);2. Homicidios dolosos y asesinatos en grado tentativa;enero-marzo 2024;3
RIOJA (LA);2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;200,0
RIOJA (LA);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-marzo 2023;36
RIOJA (LA);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-marzo 2024;59
RIOJA (LA);3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;63,9
RIOJA (LA);4. Secuestro;enero-marzo 2023;1
RIOJA (LA);4. Secuestro;enero-marzo 2024;0
RIOJA (LA);4. Secuestro;Variación % 2024/2023;-100,0
RIOJA (LA);5. Delitos contra la libertad sexual;enero-marzo 2023;28
RIOJA (LA);5. Delitos contra la libertad sexual;enero-marzo 2024;30
RIOJA (LA);5. Delitos contra la libertad sexual;Variación % 2024/2023;7,1
RIOJA (LA);5.1.-Agresión sexual con penetración;enero-marzo 2023;5
RIOJA (LA);5.1.-Agresión sexual con penetración;enero-marzo 2024;5
RIOJA (LA);5.1.-Agresión sexual con penetración;Variación % 2024/2023;0,0
RIOJA (LA);5.2.-Resto de delitos contra la libertad sexual;enero-marzo 2023;23
RIOJA (LA);5.2.-Resto de delitos contra la libertad sexual;enero-marzo 2024;25
RIOJA (LA);5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;8,7
RIOJA (LA);6. Robos con violencia e intimidación;enero-marzo 2023;28
RIOJA (LA);6. Robos con violencia e intimidación;enero-marzo 2024;27
RIOJA (LA);6. Robos con violencia e intimidación;Variación % 2024/2023;-3,6
RIOJA (LA);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-marzo 2023;189
RIOJA (LA);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-marzo 2024;205
RIOJA (LA);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;8,5
RIOJA (LA);7.1.-Robos con fuerza en domicilios;enero-marzo 2023;157
RIOJA (LA);7.1.-Robos con fuerza en domicilios;enero-marzo 2024;154
RIOJA (LA);7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-1,9
RIOJA (LA);8. Hurtos;enero-marzo 2023;740
RIOJA (LA);8. Hurtos;enero-marzo 2024;656
RIOJA (LA);8. Hurtos;Variación % 2024/2023;-11,4
RIOJA (LA);9. Sustracciones de vehículos;enero-marzo 2023;13
RIOJA (LA);9. Sustracciones de vehículos;enero-marzo 2024;21
RIOJA (LA);9. Sustracciones de vehículos;Variación % 2024/2023;61,5
RIOJA (LA);10. Tráfico de drogas;enero-marzo 2023;25
RIOJA (LA);10. Tráfico de drogas;enero-marzo 2024;12
RIOJA (LA);10. Tráfico de drogas;Variación % 2024/2023;-52,0
RIOJA (LA);11. Resto de criminalidad convencional;enero-marzo 2023;1.284
RIOJA (LA);11. Resto de criminalidad convencional;enero-marzo 2024;1.299
RIOJA (LA);11. Resto de criminalidad convencional;Variación % 2024/2023;1,2
RIOJA (LA);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-marzo 2023;674
RIOJA (LA);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-marzo 2024;524
RIOJA (LA);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-22,3
RIOJA (LA);12.-Estafas informáticas;enero-marzo 2023;594
RIOJA (LA);12.-Estafas informáticas;enero-marzo 2024;417
RIOJA (LA);12.-Estafas informáticas;Variación % 2024/2023;-29,8
RIOJA (LA);13.-Otros ciberdelitos;enero-marzo 2023;80
RIOJA (LA);13.-Otros ciberdelitos;enero-marzo 2024;107
RIOJA (LA);13.-Otros ciberdelitos;Variación % 2024/2023;33,8
RIOJA (LA);III. TOTAL INFRACCIONES PENALES;enero-marzo 2023;3.019
RIOJA (LA);III. TOTAL INFRACCIONES PENALES;enero-marzo 2024;2.837
RIOJA (LA);III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;-6,0
CIUDAD AUTÓNOMA DE CEUTA;I. CRIMINALIDAD CONVENCIONAL;enero-marzo 2023;674
CIUDAD AUTÓNOMA DE CEUTA;I. CRIMINALIDAD CONVENCIONAL;enero-marzo 2024;663
CIUDAD AUTÓNOMA DE CEUTA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-1,6
CIUDAD AUTÓNOMA DE CEUTA;1. Homicidios dolosos y asesinatos consumados;enero-marzo 2023;5
CIUDAD AUTÓNOMA DE CEUTA;1. Homicidios dolosos y asesinatos consumados;enero-marzo 2024;0
CIUDAD AUTÓNOMA DE CEUTA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-100,0
CIUDAD AUTÓNOMA DE CEUTA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-marzo 2023;2
CIUDAD AUTÓNOMA DE CEUTA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-marzo 2024;3
CIUDAD AUTÓNOMA DE CEUTA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;50,0
CIUDAD AUTÓNOMA DE CEUTA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-marzo 2023;16
CIUDAD AUTÓNOMA DE CEUTA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-marzo 2024;15
CIUDAD AUTÓNOMA DE CEUTA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;-6,3
CIUDAD AUTÓNOMA DE CEUTA;4. Secuestro;enero-marzo 2023;0
CIUDAD AUTÓNOMA DE CEUTA;4. Secuestro;enero-marzo 2024;0
CIUDAD AUTÓNOMA DE CEUTA;4. Secuestro;Variación % 2024/2023;0,0
CIUDAD AUTÓNOMA DE CEUTA;5. Delitos contra la libertad sexual;enero-marzo 2023;10
CIUDAD AUTÓNOMA DE CEUTA;5. Delitos contra la libertad sexual;enero-marzo 2024;10
CIUDAD AUTÓNOMA DE CEUTA;5. Delitos contra la libertad sexual;Variación % 2024/2023;0,0
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Agresión sexual con penetración;enero-marzo 2023;0
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Agresión sexual con penetración;enero-marzo 2024;2
CIUDAD AUTÓNOMA DE CEUTA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;100,0
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Resto de delitos contra la libertad sexual;enero-marzo 2023;10
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Resto de delitos contra la libertad sexual;enero-marzo 2024;8
CIUDAD AUTÓNOMA DE CEUTA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;-20,0
CIUDAD AUTÓNOMA DE CEUTA;6. Robos con violencia e intimidación;enero-marzo 2023;14
CIUDAD AUTÓNOMA DE CEUTA;6. Robos con violencia e intimidación;enero-marzo 2024;19
CIUDAD AUTÓNOMA DE CEUTA;6. Robos con violencia e intimidación;Variación % 2024/2023;35,7
CIUDAD AUTÓNOMA DE CEUTA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-marzo 2023;10
CIUDAD AUTÓNOMA DE CEUTA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-marzo 2024;12
CIUDAD AUTÓNOMA DE CEUTA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;20,0
CIUDAD AUTÓNOMA DE CEUTA;7.1.-Robos con fuerza en domicilios;enero-marzo 2023;5
CIUDAD AUTÓNOMA DE CEUTA;7.1.-Robos con fuerza en domicilios;enero-marzo 2024;8
CIUDAD AUTÓNOMA DE CEUTA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;60,0
CIUDAD AUTÓNOMA DE CEUTA;8. Hurtos;enero-marzo 2023;121
CIUDAD AUTÓNOMA DE CEUTA;8. Hurtos;enero-marzo 2024;130
CIUDAD AUTÓNOMA DE CEUTA;8. Hurtos;Variación % 2024/2023;7,4
CIUDAD AUTÓNOMA DE CEUTA;9. Sustracciones de vehículos;enero-marzo 2023;22
CIUDAD AUTÓNOMA DE CEUTA;9. Sustracciones de vehículos;enero-marzo 2024;39
CIUDAD AUTÓNOMA DE CEUTA;9. Sustracciones de vehículos;Variación % 2024/2023;77,3
CIUDAD AUTÓNOMA DE CEUTA;10. Tráfico de drogas;enero-marzo 2023;29
CIUDAD AUTÓNOMA DE CEUTA;10. Tráfico de drogas;enero-marzo 2024;32
CIUDAD AUTÓNOMA DE CEUTA;10. Tráfico de drogas;Variación % 2024/2023;10,3
CIUDAD AUTÓNOMA DE CEUTA;11. Resto de criminalidad convencional;enero-marzo 2023;445
CIUDAD AUTÓNOMA DE CEUTA;11. Resto de criminalidad convencional;enero-marzo 2024;403
CIUDAD AUTÓNOMA DE CEUTA;11. Resto de criminalidad convencional;Variación % 2024/2023;-9,4
CIUDAD AUTÓNOMA DE CEUTA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-marzo 2023;123
CIUDAD AUTÓNOMA DE CEUTA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-marzo 2024;165
CIUDAD AUTÓNOMA DE CEUTA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;34,1
CIUDAD AUTÓNOMA DE CEUTA;12.-Estafas informáticas;enero-marzo 2023;109
CIUDAD AUTÓNOMA DE CEUTA;12.-Estafas informáticas;enero-marzo 2024;138
CIUDAD AUTÓNOMA DE CEUTA;12.-Estafas informáticas;Variación % 2024/2023;26,6
CIUDAD AUTÓNOMA DE CEUTA;13.-Otros ciberdelitos;enero-marzo 2023;14
CIUDAD AUTÓNOMA DE CEUTA;13.-Otros ciberdelitos;enero-marzo 2024;27
CIUDAD AUTÓNOMA DE CEUTA;13.-Otros ciberdelitos;Variación % 2024/2023;92,9
CIUDAD AUTÓNOMA DE CEUTA;III. TOTAL INFRACCIONES PENALES;enero-marzo 2023;797
CIUDAD AUTÓNOMA DE CEUTA;III. TOTAL INFRACCIONES PENALES;enero-marzo 2024;828
CIUDAD AUTÓNOMA DE CEUTA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;3,9
CIUDAD AUTÓNOMA DE MELILLA;I. CRIMINALIDAD CONVENCIONAL;enero-marzo 2023;882
CIUDAD AUTÓNOMA DE MELILLA;I. CRIMINALIDAD CONVENCIONAL;enero-marzo 2024;885
CIUDAD AUTÓNOMA DE MELILLA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;0,3
CIUDAD AUTÓNOMA DE MELILLA;1. Homicidios dolosos y asesinatos consumados;enero-marzo 2023;0
CIUDAD AUTÓNOMA DE MELILLA;1. Homicidios dolosos y asesinatos consumados;enero-marzo 2024;0
CIUDAD AUTÓNOMA DE MELILLA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;0,0
CIUDAD AUTÓNOMA DE MELILLA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-marzo 2023;0
CIUDAD AUTÓNOMA DE MELILLA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-marzo 2024;1
CIUDAD AUTÓNOMA DE MELILLA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;100,0
CIUDAD AUTÓNOMA DE MELILLA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-marzo 2023;20
CIUDAD AUTÓNOMA DE MELILLA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-marzo 2024;27
CIUDAD AUTÓNOMA DE MELILLA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;35,0
CIUDAD AUTÓNOMA DE MELILLA;4. Secuestro;enero-marzo 2023;0
CIUDAD AUTÓNOMA DE MELILLA;4. Secuestro;enero-marzo 2024;0
CIUDAD AUTÓNOMA DE MELILLA;4. Secuestro;Variación % 2024/2023;0,0
CIUDAD AUTÓNOMA DE MELILLA;5. Delitos contra la libertad sexual;enero-marzo 2023;9
CIUDAD AUTÓNOMA DE MELILLA;5. Delitos contra la libertad sexual;enero-marzo 2024;9
CIUDAD AUTÓNOMA DE MELILLA;5. Delitos contra la libertad sexual;Variación % 2024/2023;0,0
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Agresión sexual con penetración;enero-marzo 2023;2
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Agresión sexual con penetración;enero-marzo 2024;4
CIUDAD AUTÓNOMA DE MELILLA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;100,0
CIUDAD AUTÓNOMA DE MELILLA;5.2.-Resto de delitos contra la libertad sexual;enero-marzo 2023;7
CIUDAD AUTÓNOMA DE MELILLA;5.2.-Resto de delitos contra la libertad sexual;enero-marzo 2024;5
CIUDAD AUTÓNOMA DE MELILLA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;-28,6
CIUDAD AUTÓNOMA DE MELILLA;6. Robos con violencia e intimidación;enero-marzo 2023;32
CIUDAD AUTÓNOMA DE MELILLA;6. Robos con violencia e intimidación;enero-marzo 2024;23
CIUDAD AUTÓNOMA DE MELILLA;6. Robos con violencia e intimidación;Variación % 2024/2023;-28,1
CIUDAD AUTÓNOMA DE MELILLA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-marzo 2023;35
CIUDAD AUTÓNOMA DE MELILLA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-marzo 2024;20
CIUDAD AUTÓNOMA DE MELILLA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-42,9
CIUDAD AUTÓNOMA DE MELILLA;7.1.-Robos con fuerza en domicilios;enero-marzo 2023;18
CIUDAD AUTÓNOMA DE MELILLA;7.1.-Robos con fuerza en domicilios;enero-marzo 2024;11
CIUDAD AUTÓNOMA DE MELILLA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-38,9
CIUDAD AUTÓNOMA DE MELILLA;8. Hurtos;enero-marzo 2023;190
CIUDAD AUTÓNOMA DE MELILLA;8. Hurtos;enero-marzo 2024;160
CIUDAD AUTÓNOMA DE MELILLA;8. Hurtos;Variación % 2024/2023;-15,8
CIUDAD AUTÓNOMA DE MELILLA;9. Sustracciones de vehículos;enero-marzo 2023;11
CIUDAD AUTÓNOMA DE MELILLA;9. Sustracciones de vehículos;enero-marzo 2024;18
CIUDAD AUTÓNOMA DE MELILLA;9. Sustracciones de vehículos;Variación % 2024/2023;63,6
CIUDAD AUTÓNOMA DE MELILLA;10. Tráfico de drogas;enero-marzo 2023;13
CIUDAD AUTÓNOMA DE MELILLA;10. Tráfico de drogas;enero-marzo 2024;14
CIUDAD AUTÓNOMA DE MELILLA;10. Tráfico de drogas;Variación % 2024/2023;7,7
CIUDAD AUTÓNOMA DE MELILLA;11. Resto de criminalidad convencional;enero-marzo 2023;572
CIUDAD AUTÓNOMA DE MELILLA;11. Resto de criminalidad convencional;enero-marzo 2024;613
CIUDAD AUTÓNOMA DE MELILLA;11. Resto de criminalidad convencional;Variación % 2024/2023;7,2
CIUDAD AUTÓNOMA DE MELILLA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-marzo 2023;98
CIUDAD AUTÓNOMA DE MELILLA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-marzo 2024;132
CIUDAD AUTÓNOMA DE MELILLA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;34,7
CIUDAD AUTÓNOMA DE MELILLA;12.-Estafas informáticas;enero-marzo 2023;88
CIUDAD AUTÓNOMA DE MELILLA;12.-Estafas informáticas;enero-marzo 2024;109
CIUDAD AUTÓNOMA DE MELILLA;12.-Estafas informáticas;Variación % 2024/2023;23,9
CIUDAD AUTÓNOMA DE MELILLA;13.-Otros ciberdelitos;enero-marzo 2023;10
CIUDAD AUTÓNOMA DE MELILLA;13.-Otros ciberdelitos;enero-marzo 2024;23
CIUDAD AUTÓNOMA DE MELILLA;13.-Otros ciberdelitos;Variación % 2024/2023;130,0
CIUDAD AUTÓNOMA DE MELILLA;III. TOTAL INFRACCIONES PENALES;enero-marzo 2023;980
CIUDAD AUTÓNOMA DE MELILLA;III. TOTAL INFRACCIONES PENALES;enero-marzo 2024;1.017
CIUDAD AUTÓNOMA DE MELILLA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;3,8
EN EL EXTRANJERO;I. CRIMINALIDAD CONVENCIONAL;enero-marzo 2023;1.149
EN EL EXTRANJERO;I. CRIMINALIDAD CONVENCIONAL;enero-marzo 2024;1.190
EN EL EXTRANJERO;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;3,6
EN EL EXTRANJERO;1. Homicidios dolosos y asesinatos consumados;enero-marzo 2023;0
EN EL EXTRANJERO;1. Homicidios dolosos y asesinatos consumados;enero-marzo 2024;0
EN EL EXTRANJERO;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;0,0
EN EL EXTRANJERO;2. Homicidios dolosos y asesinatos en grado tentativa;enero-marzo 2023;0
EN EL EXTRANJERO;2. Homicidios dolosos y asesinatos en grado tentativa;enero-marzo 2024;0
EN EL EXTRANJERO;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;0,0
EN EL EXTRANJERO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-marzo 2023;0
EN EL EXTRANJERO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-marzo 2024;2
EN EL EXTRANJERO;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;100,0
EN EL EXTRANJERO;4. Secuestro;enero-marzo 2023;1
EN EL EXTRANJERO;4. Secuestro;enero-marzo 2024;2
EN EL EXTRANJERO;4. Secuestro;Variación % 2024/2023;100,0
EN EL EXTRANJERO;5. Delitos contra la libertad sexual;enero-marzo 2023;10
EN EL EXTRANJERO;5. Delitos contra la libertad sexual;enero-marzo 2024;30
EN EL EXTRANJERO;5. Delitos contra la libertad sexual;Variación % 2024/2023;200,0
EN EL EXTRANJERO;5.1.-Agresión sexual con penetración;enero-marzo 2023;4
EN EL EXTRANJERO;5.1.-Agresión sexual con penetración;enero-marzo 2024;11
EN EL EXTRANJERO;5.1.-Agresión sexual con penetración;Variación % 2024/2023;175,0
EN EL EXTRANJERO;5.2.-Resto de delitos contra la libertad sexual;enero-marzo 2023;6
EN EL EXTRANJERO;5.2.-Resto de delitos contra la libertad sexual;enero-marzo 2024;19
EN EL EXTRANJERO;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;216,7
EN EL EXTRANJERO;6. Robos con violencia e intimidación;enero-marzo 2023;37
EN EL EXTRANJERO;6. Robos con violencia e intimidación;enero-marzo 2024;59
EN EL EXTRANJERO;6. Robos con violencia e intimidación;Variación % 2024/2023;59,5
EN EL EXTRANJERO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-marzo 2023;5
EN EL EXTRANJERO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-marzo 2024;4
EN EL EXTRANJERO;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-20,0
EN EL EXTRANJERO;7.1.-Robos con fuerza en domicilios;enero-marzo 2023;2
EN EL EXTRANJERO;7.1.-Robos con fuerza en domicilios;enero-marzo 2024;4
EN EL EXTRANJERO;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;100,0
EN EL EXTRANJERO;8. Hurtos;enero-marzo 2023;546
EN EL EXTRANJERO;8. Hurtos;enero-marzo 2024;597
EN EL EXTRANJERO;8. Hurtos;Variación % 2024/2023;9,3
EN EL EXTRANJERO;9. Sustracciones de vehículos;enero-marzo 2023;27
EN EL EXTRANJERO;9. Sustracciones de vehículos;enero-marzo 2024;28
EN EL EXTRANJERO;9. Sustracciones de vehículos;Variación % 2024/2023;3,7
EN EL EXTRANJERO;10. Tráfico de drogas;enero-marzo 2023;9
EN EL EXTRANJERO;10. Tráfico de drogas;enero-marzo 2024;16
EN EL EXTRANJERO;10. Tráfico de drogas;Variación % 2024/2023;77,8
EN EL EXTRANJERO;11. Resto de criminalidad convencional;enero-marzo 2023;514
EN EL EXTRANJERO;11. Resto de criminalidad convencional;enero-marzo 2024;452
EN EL EXTRANJERO;11. Resto de criminalidad convencional;Variación % 2024/2023;-12,1
EN EL EXTRANJERO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-marzo 2023;1.428
EN EL EXTRANJERO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-marzo 2024;1.109
EN EL EXTRANJERO;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-22,3
EN EL EXTRANJERO;12.-Estafas informáticas;enero-marzo 2023;1.341
EN EL EXTRANJERO;12.-Estafas informáticas;enero-marzo 2024;1.066
EN EL EXTRANJERO;12.-Estafas informáticas;Variación % 2024/2023;-20,5
EN EL EXTRANJERO;13.-Otros ciberdelitos;enero-marzo 2023;87
EN EL EXTRANJERO;13.-Otros ciberdelitos;enero-marzo 2024;43
EN EL EXTRANJERO;13.-Otros ciberdelitos;Variación % 2024/2023;-50,6
EN EL EXTRANJERO;III. TOTAL INFRACCIONES PENALES;enero-marzo 2023;2.577
EN EL EXTRANJERO;III. TOTAL INFRACCIONES PENALES;enero-marzo 2024;2.299
EN EL EXTRANJERO;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;-10,8
