Comunidades autónomas;Tipología penal;Periodos:;Total
COMUNITAT VALENCIANA;13.-Otros ciberdelitos;enero-diciembre 2024;5.967
COMUNITAT VALENCIANA;13.-Otros ciberdelitos;Variación % 2024/2023;3,8
COMUNITAT VALENCIANA;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;287.379
COMUNITAT VALENCIANA;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2024;283.659
COMUNITAT VALENCIANA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;-1,3
EXTREMADURA;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;26.450
EXTREMADURA;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2024;25.782
EXTREMADURA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-2,5
EXTREMADURA;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;4
EXTREMADURA;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2024;7
EXTREMADURA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;75,0
EXTREMADURA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;17
EXTREMADURA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2024;26
EXTREMADURA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;52,9
EXTREMADURA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;434
EXTREMADURA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2024;420
EXTREMADURA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;-3,2
EXTREMADURA;4. Secuestro;enero-diciembre 2023;0
EXTREMADURA;4. Secuestro;enero-diciembre 2024;1
EXTREMADURA;4. Secuestro;Variación % 2024/2023;100,0
EXTREMADURA;5. Delitos contra la libertad sexual;enero-diciembre 2023;261
EXTREMADURA;5. Delitos contra la libertad sexual;enero-diciembre 2024;328
EXTREMADURA;5. Delitos contra la libertad sexual;Variación % 2024/2023;25,7
EXTREMADURA;5.1.-Agresión sexual con penetración;enero-diciembre 2023;44
EXTREMADURA;5.1.-Agresión sexual con penetración;enero-diciembre 2024;56
EXTREMADURA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;27,3
EXTREMADURA;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;217
EXTREMADURA;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2024;272
EXTREMADURA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;25,3
EXTREMADURA;6. Robos con violencia e intimidación;enero-diciembre 2023;312
EXTREMADURA;6. Robos con violencia e intimidación;enero-diciembre 2024;287
EXTREMADURA;6. Robos con violencia e intimidación;Variación % 2024/2023;-8,0
EXTREMADURA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;1.864
EXTREMADURA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2024;1.765
EXTREMADURA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-5,3
EXTREMADURA;7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;1.266
EXTREMADURA;7.1.-Robos con fuerza en domicilios;enero-diciembre 2024;1.180
EXTREMADURA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-6,8
EXTREMADURA;8. Hurtos;enero-diciembre 2023;6.793
EXTREMADURA;8. Hurtos;enero-diciembre 2024;6.300
EXTREMADURA;8. Hurtos;Variación % 2024/2023;-7,3
EXTREMADURA;9. Sustracciones de vehículos;enero-diciembre 2023;195
EXTREMADURA;9. Sustracciones de vehículos;enero-diciembre 2024;170
EXTREMADURA;9. Sustracciones de vehículos;Variación % 2024/2023;-12,8
EXTREMADURA;10. Tráfico de drogas;enero-diciembre 2023;315
EXTREMADURA;10. Tráfico de drogas;enero-diciembre 2024;272
EXTREMADURA;10. Tráfico de drogas;Variación % 2024/2023;-13,7
EXTREMADURA;11. Resto de criminalidad convencional;enero-diciembre 2023;16.255
EXTREMADURA;11. Resto de criminalidad convencional;enero-diciembre 2024;16.206
EXTREMADURA;11. Resto de criminalidad convencional;Variación % 2024/2023;-0,3
EXTREMADURA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;8.819
EXTREMADURA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2024;8.861
EXTREMADURA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;0,5
EXTREMADURA;12.-Estafas informáticas;enero-diciembre 2023;7.449
EXTREMADURA;12.-Estafas informáticas;enero-diciembre 2024;7.065
EXTREMADURA;12.-Estafas informáticas;Variación % 2024/2023;-5,2
EXTREMADURA;13.-Otros ciberdelitos;enero-diciembre 2023;1.370
EXTREMADURA;13.-Otros ciberdelitos;enero-diciembre 2024;1.796
EXTREMADURA;13.-Otros ciberdelitos;Variación % 2024/2023;31,1
EXTREMADURA;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;35.269
EXTREMADURA;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2024;34.643
EXTREMADURA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;-1,8
GALICIA;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;73.067
GALICIA;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2024;71.560
GALICIA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-2,1
GALICIA;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;18
GALICIA;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2024;18
GALICIA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;0,0
GALICIA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;52
GALICIA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2024;45
GALICIA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-13,5
GALICIA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;1.130
GALICIA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2024;1.211
GALICIA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;7,2
GALICIA;4. Secuestro;enero-diciembre 2023;4
GALICIA;4. Secuestro;enero-diciembre 2024;5
GALICIA;4. Secuestro;Variación % 2024/2023;25,0
GALICIA;5. Delitos contra la libertad sexual;enero-diciembre 2023;821
GALICIA;5. Delitos contra la libertad sexual;enero-diciembre 2024;792
GALICIA;5. Delitos contra la libertad sexual;Variación % 2024/2023;-3,5
GALICIA;5.1.-Agresión sexual con penetración;enero-diciembre 2023;201
GALICIA;5.1.-Agresión sexual con penetración;enero-diciembre 2024;180
GALICIA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;-10,4
GALICIA;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;620
GALICIA;5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2024;612
GALICIA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;-1,3
GALICIA;6. Robos con violencia e intimidación;enero-diciembre 2023;1.049
GALICIA;6. Robos con violencia e intimidación;enero-diciembre 2024;1.001
GALICIA;6. Robos con violencia e intimidación;Variación % 2024/2023;-4,6
GALICIA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;4.702
GALICIA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2024;4.358
GALICIA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-7,3
GALICIA;7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;2.684
GALICIA;7.1.-Robos con fuerza en domicilios;enero-diciembre 2024;2.576
GALICIA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-4,0
GALICIA;8. Hurtos;enero-diciembre 2023;20.300
GALICIA;8. Hurtos;enero-diciembre 2024;19.622
GALICIA;8. Hurtos;Variación % 2024/2023;-3,3
GALICIA;9. Sustracciones de vehículos;enero-diciembre 2023;580
GALICIA;9. Sustracciones de vehículos;enero-diciembre 2024;540
GALICIA;9. Sustracciones de vehículos;Variación % 2024/2023;-6,9
GALICIA;10. Tráfico de drogas;enero-diciembre 2023;488
GALICIA;10. Tráfico de drogas;enero-diciembre 2024;483
GALICIA;10. Tráfico de drogas;Variación % 2024/2023;-1,0
GALICIA;11. Resto de criminalidad convencional;enero-diciembre 2023;43.923
GALICIA;11. Resto de criminalidad convencional;enero-diciembre 2024;43.485
GALICIA;11. Resto de criminalidad convencional;Variación % 2024/2023;-1,0
GALICIA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;21.733
GALICIA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2024;23.845
GALICIA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;9,7
GALICIA;12.-Estafas informáticas;enero-diciembre 2023;18.721
GALICIA;12.-Estafas informáticas;enero-diciembre 2024;20.236
GALICIA;12.-Estafas informáticas;Variación % 2024/2023;8,1
GALICIA;13.-Otros ciberdelitos;enero-diciembre 2023;3.012
GALICIA;13.-Otros ciberdelitos;enero-diciembre 2024;3.609
GALICIA;13.-Otros ciberdelitos;Variación % 2024/2023;19,8
GALICIA;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;94.800
GALICIA;III. TOTAL INFRACCIONES PENALES;enero-diciembre 2024;95.405
GALICIA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;0,6
MADRID (COMUNIDAD DE);I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;332.901
MADRID (COMUNIDAD DE);I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2024;325.965
MADRID (COMUNIDAD DE);I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-2,1
MADRID (COMUNIDAD DE);1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;33
MADRID (COMUNIDAD DE);1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2024;23
MADRID (COMUNIDAD DE);1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-30,3
MADRID (COMUNIDAD DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;173
MADRID (COMUNIDAD DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2024;155
MADRID (COMUNIDAD DE);2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-10,4
MADRID (COMUNIDAD DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;3.357
MADRID (COMUNIDAD DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2024;3.529
MADRID (COMUNIDAD DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;5,1
MADRID (COMUNIDAD DE);4. Secuestro;enero-diciembre 2023;19
MADRID (COMUNIDAD DE);4. Secuestro;enero-diciembre 2024;16
MADRID (COMUNIDAD DE);4. Secuestro;Variación % 2024/2023;-15,8
MADRID (COMUNIDAD DE);5. Delitos contra la libertad sexual;enero-diciembre 2023;2.827
MADRID (COMUNIDAD DE);5. Delitos contra la libertad sexual;enero-diciembre 2024;2.985
MADRID (COMUNIDAD DE);5. Delitos contra la libertad sexual;Variación % 2024/2023;5,6
MADRID (COMUNIDAD DE);5.1.-Agresión sexual con penetración;enero-diciembre 2023;648
MADRID (COMUNIDAD DE);5.1.-Agresión sexual con penetración;enero-diciembre 2024;664
MADRID (COMUNIDAD DE);5.1.-Agresión sexual con penetración;Variación % 2024/2023;2,5
MADRID (COMUNIDAD DE);5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;2.179
MADRID (COMUNIDAD DE);5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2024;2.321
MADRID (COMUNIDAD DE);5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;6,5
MADRID (COMUNIDAD DE);6. Robos con violencia e intimidación;enero-diciembre 2023;12.015
MADRID (COMUNIDAD DE);6. Robos con violencia e intimidación;enero-diciembre 2024;11.282
MADRID (COMUNIDAD DE);6. Robos con violencia e intimidación;Variación % 2024/2023;-6,1
MADRID (COMUNIDAD DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;14.557
MADRID (COMUNIDAD DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2024;13.482
MADRID (COMUNIDAD DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-7,4
MADRID (COMUNIDAD DE);7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;9.336
MADRID (COMUNIDAD DE);7.1.-Robos con fuerza en domicilios;enero-diciembre 2024;8.795
MADRID (COMUNIDAD DE);7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-5,8
MADRID (COMUNIDAD DE);8. Hurtos;enero-diciembre 2023;128.366
MADRID (COMUNIDAD DE);8. Hurtos;enero-diciembre 2024;117.462
MADRID (COMUNIDAD DE);8. Hurtos;Variación % 2024/2023;-8,5
MADRID (COMUNIDAD DE);9. Sustracciones de vehículos;enero-diciembre 2023;7.061
MADRID (COMUNIDAD DE);9. Sustracciones de vehículos;enero-diciembre 2024;6.987
MADRID (COMUNIDAD DE);9. Sustracciones de vehículos;Variación % 2024/2023;-1,0
MADRID (COMUNIDAD DE);10. Tráfico de drogas;enero-diciembre 2023;3.389
MADRID (COMUNIDAD DE);10. Tráfico de drogas;enero-diciembre 2024;3.842
MADRID (COMUNIDAD DE);10. Tráfico de drogas;Variación % 2024/2023;13,4
MADRID (COMUNIDAD DE);11. Resto de criminalidad convencional;enero-diciembre 2023;161.104
MADRID (COMUNIDAD DE);11. Resto de criminalidad convencional;enero-diciembre 2024;166.202
MADRID (COMUNIDAD DE);11. Resto de criminalidad convencional;Variación % 2024/2023;3,2
MADRID (COMUNIDAD DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;78.881
MADRID (COMUNIDAD DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2024;74.007
MADRID (COMUNIDAD DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-6,2
MADRID (COMUNIDAD DE);12.-Estafas informáticas;enero-diciembre 2023;71.534
MADRID (COMUNIDAD DE);12.-Estafas informáticas;enero-diciembre 2024;65.892
MADRID (COMUNIDAD DE);12.-Estafas informáticas;Variación % 2024/2023;-7,9
MADRID (COMUNIDAD DE);13.-Otros ciberdelitos;enero-diciembre 2023;7.347
MADRID (COMUNIDAD DE);13.-Otros ciberdelitos;enero-diciembre 2024;8.115
MADRID (COMUNIDAD DE);13.-Otros ciberdelitos;Variación % 2024/2023;10,5
MADRID (COMUNIDAD DE);III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;411.782
MADRID (COMUNIDAD DE);III. TOTAL INFRACCIONES PENALES;enero-diciembre 2024;399.972
MADRID (COMUNIDAD DE);III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;-2,9
MURCIA (REGIÓN DE);I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;60.446
MURCIA (REGIÓN DE);I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2024;61.330
MURCIA (REGIÓN DE);I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;1,5
MURCIA (REGIÓN DE);1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;15
MURCIA (REGIÓN DE);1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2024;14
MURCIA (REGIÓN DE);1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-6,7
MURCIA (REGIÓN DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;65
MURCIA (REGIÓN DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2024;69
MURCIA (REGIÓN DE);2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;6,2
MURCIA (REGIÓN DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;1.173
MURCIA (REGIÓN DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2024;1.348
MURCIA (REGIÓN DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;14,9
MURCIA (REGIÓN DE);4. Secuestro;enero-diciembre 2023;4
MURCIA (REGIÓN DE);4. Secuestro;enero-diciembre 2024;3
MURCIA (REGIÓN DE);4. Secuestro;Variación % 2024/2023;-25,0
MURCIA (REGIÓN DE);5. Delitos contra la libertad sexual;enero-diciembre 2023;662
MURCIA (REGIÓN DE);5. Delitos contra la libertad sexual;enero-diciembre 2024;781
MURCIA (REGIÓN DE);5. Delitos contra la libertad sexual;Variación % 2024/2023;18,0
MURCIA (REGIÓN DE);5.1.-Agresión sexual con penetración;enero-diciembre 2023;110
MURCIA (REGIÓN DE);5.1.-Agresión sexual con penetración;enero-diciembre 2024;134
MURCIA (REGIÓN DE);5.1.-Agresión sexual con penetración;Variación % 2024/2023;21,8
MURCIA (REGIÓN DE);5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;552
MURCIA (REGIÓN DE);5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2024;647
MURCIA (REGIÓN DE);5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;17,2
MURCIA (REGIÓN DE);6. Robos con violencia e intimidación;enero-diciembre 2023;2.071
MURCIA (REGIÓN DE);6. Robos con violencia e intimidación;enero-diciembre 2024;2.156
MURCIA (REGIÓN DE);6. Robos con violencia e intimidación;Variación % 2024/2023;4,1
MURCIA (REGIÓN DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;5.324
MURCIA (REGIÓN DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2024;5.128
MURCIA (REGIÓN DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-3,7
MURCIA (REGIÓN DE);7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;3.909
MURCIA (REGIÓN DE);7.1.-Robos con fuerza en domicilios;enero-diciembre 2024;3.942
MURCIA (REGIÓN DE);7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;0,8
MURCIA (REGIÓN DE);8. Hurtos;enero-diciembre 2023;16.564
MURCIA (REGIÓN DE);8. Hurtos;enero-diciembre 2024;16.201
MURCIA (REGIÓN DE);8. Hurtos;Variación % 2024/2023;-2,2
MURCIA (REGIÓN DE);9. Sustracciones de vehículos;enero-diciembre 2023;970
MURCIA (REGIÓN DE);9. Sustracciones de vehículos;enero-diciembre 2024;934
MURCIA (REGIÓN DE);9. Sustracciones de vehículos;Variación % 2024/2023;-3,7
MURCIA (REGIÓN DE);10. Tráfico de drogas;enero-diciembre 2023;580
MURCIA (REGIÓN DE);10. Tráfico de drogas;enero-diciembre 2024;566
MURCIA (REGIÓN DE);10. Tráfico de drogas;Variación % 2024/2023;-2,4
MURCIA (REGIÓN DE);11. Resto de criminalidad convencional;enero-diciembre 2023;33.018
MURCIA (REGIÓN DE);11. Resto de criminalidad convencional;enero-diciembre 2024;34.130
MURCIA (REGIÓN DE);11. Resto de criminalidad convencional;Variación % 2024/2023;3,4
MURCIA (REGIÓN DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;13.748
MURCIA (REGIÓN DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2024;13.219
MURCIA (REGIÓN DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-3,8
MURCIA (REGIÓN DE);12.-Estafas informáticas;enero-diciembre 2023;12.310
MURCIA (REGIÓN DE);12.-Estafas informáticas;enero-diciembre 2024;11.535
MURCIA (REGIÓN DE);12.-Estafas informáticas;Variación % 2024/2023;-6,3
MURCIA (REGIÓN DE);13.-Otros ciberdelitos;enero-diciembre 2023;1.438
MURCIA (REGIÓN DE);13.-Otros ciberdelitos;enero-diciembre 2024;1.684
MURCIA (REGIÓN DE);13.-Otros ciberdelitos;Variación % 2024/2023;17,1
MURCIA (REGIÓN DE);III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;74.194
MURCIA (REGIÓN DE);III. TOTAL INFRACCIONES PENALES;enero-diciembre 2024;74.549
MURCIA (REGIÓN DE);III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;0,5
NAVARRA (COMUNIDAD FORAL DE);I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;27.619
NAVARRA (COMUNIDAD FORAL DE);I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2024;28.870
NAVARRA (COMUNIDAD FORAL DE);I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;4,5
NAVARRA (COMUNIDAD FORAL DE);1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;6
NAVARRA (COMUNIDAD FORAL DE);1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2024;4
NAVARRA (COMUNIDAD FORAL DE);1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-33,3
NAVARRA (COMUNIDAD FORAL DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;32
NAVARRA (COMUNIDAD FORAL DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2024;22
NAVARRA (COMUNIDAD FORAL DE);2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-31,3
NAVARRA (COMUNIDAD FORAL DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2023;380
NAVARRA (COMUNIDAD FORAL DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-diciembre 2024;488
NAVARRA (COMUNIDAD FORAL DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;28,4
NAVARRA (COMUNIDAD FORAL DE);4. Secuestro;enero-diciembre 2023;0
NAVARRA (COMUNIDAD FORAL DE);4. Secuestro;enero-diciembre 2024;0
NAVARRA (COMUNIDAD FORAL DE);4. Secuestro;Variación % 2024/2023;0,0
NAVARRA (COMUNIDAD FORAL DE);5. Delitos contra la libertad sexual;enero-diciembre 2023;412
NAVARRA (COMUNIDAD FORAL DE);5. Delitos contra la libertad sexual;enero-diciembre 2024;481
NAVARRA (COMUNIDAD FORAL DE);5. Delitos contra la libertad sexual;Variación % 2024/2023;16,7
NAVARRA (COMUNIDAD FORAL DE);5.1.-Agresión sexual con penetración;enero-diciembre 2023;81
NAVARRA (COMUNIDAD FORAL DE);5.1.-Agresión sexual con penetración;enero-diciembre 2024;71
NAVARRA (COMUNIDAD FORAL DE);5.1.-Agresión sexual con penetración;Variación % 2024/2023;-12,3
NAVARRA (COMUNIDAD FORAL DE);5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2023;331
NAVARRA (COMUNIDAD FORAL DE);5.2.-Resto de delitos contra la libertad sexual;enero-diciembre 2024;410
NAVARRA (COMUNIDAD FORAL DE);5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;23,9
NAVARRA (COMUNIDAD FORAL DE);6. Robos con violencia e intimidación;enero-diciembre 2023;467
NAVARRA (COMUNIDAD FORAL DE);6. Robos con violencia e intimidación;enero-diciembre 2024;471
NAVARRA (COMUNIDAD FORAL DE);6. Robos con violencia e intimidación;Variación % 2024/2023;0,9
NAVARRA (COMUNIDAD FORAL DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2023;1.508
NAVARRA (COMUNIDAD FORAL DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-diciembre 2024;1.464
NAVARRA (COMUNIDAD FORAL DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-2,9
NAVARRA (COMUNIDAD FORAL DE);7.1.-Robos con fuerza en domicilios;enero-diciembre 2023;1.034
NAVARRA (COMUNIDAD FORAL DE);7.1.-Robos con fuerza en domicilios;enero-diciembre 2024;1.072
NAVARRA (COMUNIDAD FORAL DE);7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;3,7
NAVARRA (COMUNIDAD FORAL DE);8. Hurtos;enero-diciembre 2023;8.661
NAVARRA (COMUNIDAD FORAL DE);8. Hurtos;enero-diciembre 2024;8.276
NAVARRA (COMUNIDAD FORAL DE);8. Hurtos;Variación % 2024/2023;-4,4
NAVARRA (COMUNIDAD FORAL DE);9. Sustracciones de vehículos;enero-diciembre 2023;154
NAVARRA (COMUNIDAD FORAL DE);9. Sustracciones de vehículos;enero-diciembre 2024;169
NAVARRA (COMUNIDAD FORAL DE);9. Sustracciones de vehículos;Variación % 2024/2023;9,7
NAVARRA (COMUNIDAD FORAL DE);10. Tráfico de drogas;enero-diciembre 2023;158
NAVARRA (COMUNIDAD FORAL DE);10. Tráfico de drogas;enero-diciembre 2024;226
NAVARRA (COMUNIDAD FORAL DE);10. Tráfico de drogas;Variación % 2024/2023;43,0
NAVARRA (COMUNIDAD FORAL DE);11. Resto de criminalidad convencional;enero-diciembre 2023;15.841
NAVARRA (COMUNIDAD FORAL DE);11. Resto de criminalidad convencional;enero-diciembre 2024;17.269
NAVARRA (COMUNIDAD FORAL DE);11. Resto de criminalidad convencional;Variación % 2024/2023;9,0
NAVARRA (COMUNIDAD FORAL DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2023;7.475
NAVARRA (COMUNIDAD FORAL DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-diciembre 2024;6.996
NAVARRA (COMUNIDAD FORAL DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-6,4
NAVARRA (COMUNIDAD FORAL DE);12.-Estafas informáticas;enero-diciembre 2023;6.576
NAVARRA (COMUNIDAD FORAL DE);12.-Estafas informáticas;enero-diciembre 2024;6.095
NAVARRA (COMUNIDAD FORAL DE);12.-Estafas informáticas;Variación % 2024/2023;-7,3
NAVARRA (COMUNIDAD FORAL DE);13.-Otros ciberdelitos;enero-diciembre 2023;899
NAVARRA (COMUNIDAD FORAL DE);13.-Otros ciberdelitos;enero-diciembre 2024;901
NAVARRA (COMUNIDAD FORAL DE);13.-Otros ciberdelitos;Variación % 2024/2023;0,2
NAVARRA (COMUNIDAD FORAL DE);III. TOTAL INFRACCIONES PENALES;enero-diciembre 2023;35.094
NAVARRA (COMUNIDAD FORAL DE);III. TOTAL INFRACCIONES PENALES;enero-diciembre 2024;35.866
NAVARRA (COMUNIDAD FORAL DE);III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;2,2
PAÍS VASCO;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2023;79.919
PAÍS VASCO;I. CRIMINALIDAD CONVENCIONAL;enero-diciembre 2024;82.530
PAÍS VASCO;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;3,3
PAÍS VASCO;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2023;6
PAÍS VASCO;1. Homicidios dolosos y asesinatos consumados;enero-diciembre 2024;7
PAÍS VASCO;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;16,7
PAÍS VASCO;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2023;44
PAÍS VASCO;2. Homicidios dolosos y asesinatos en grado tentativa;enero-diciembre 2024;74
