Comunidades autónomas;Tipología penal;Periodos:;Total
COMUNITAT VALENCIANA;13.-Otros ciberdelitos;Variación % 2024/2023;-1,1
COMUNITAT VALENCIANA;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2023;216.624
COMUNITAT VALENCIANA;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2024;217.623
COMUNITAT VALENCIANA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;0,5
EXTREMADURA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2023;19.613
EXTREMADURA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2024;19.518
EXTREMADURA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-0,5
EXTREMADURA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2023;1
EXTREMADURA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2024;4
EXTREMADURA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;300,0
EXTREMADURA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2023;9
EXTREMADURA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2024;22
EXTREMADURA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;144,4
EXTREMADURA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2023;322
EXTREMADURA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2024;311
EXTREMADURA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;-3,4
EXTREMADURA;4. Secuestro;enero-septiembre 2023;0
EXTREMADURA;4. Secuestro;enero-septiembre 2024;1
EXTREMADURA;4. Secuestro;Variación % 2024/2023;100,0
EXTREMADURA;5. Delitos contra la libertad sexual;enero-septiembre 2023;191
EXTREMADURA;5. Delitos contra la libertad sexual;enero-septiembre 2024;250
EXTREMADURA;5. Delitos contra la libertad sexual;Variación % 2024/2023;30,9
EXTREMADURA;5.1.-Agresión sexual con penetración;enero-septiembre 2023;32
EXTREMADURA;5.1.-Agresión sexual con penetración;enero-septiembre 2024;44
EXTREMADURA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;37,5
EXTREMADURA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2023;159
EXTREMADURA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2024;206
EXTREMADURA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;29,6
EXTREMADURA;6. Robos con violencia e intimidación;enero-septiembre 2023;223
EXTREMADURA;6. Robos con violencia e intimidación;enero-septiembre 2024;211
EXTREMADURA;6. Robos con violencia e intimidación;Variación % 2024/2023;-5,4
EXTREMADURA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2023;1.334
EXTREMADURA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2024;1.350
EXTREMADURA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;1,2
EXTREMADURA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2023;900
EXTREMADURA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2024;927
EXTREMADURA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;3,0
EXTREMADURA;8. Hurtos;enero-septiembre 2023;5.040
EXTREMADURA;8. Hurtos;enero-septiembre 2024;4.746
EXTREMADURA;8. Hurtos;Variación % 2024/2023;-5,8
EXTREMADURA;9. Sustracciones de vehículos;enero-septiembre 2023;131
EXTREMADURA;9. Sustracciones de vehículos;enero-septiembre 2024;120
EXTREMADURA;9. Sustracciones de vehículos;Variación % 2024/2023;-8,4
EXTREMADURA;10. Tráfico de drogas;enero-septiembre 2023;247
EXTREMADURA;10. Tráfico de drogas;enero-septiembre 2024;226
EXTREMADURA;10. Tráfico de drogas;Variación % 2024/2023;-8,5
EXTREMADURA;11. Resto de criminalidad convencional;enero-septiembre 2023;12.115
EXTREMADURA;11. Resto de criminalidad convencional;enero-septiembre 2024;12.277
EXTREMADURA;11. Resto de criminalidad convencional;Variación % 2024/2023;1,3
EXTREMADURA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2023;6.352
EXTREMADURA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2024;6.475
EXTREMADURA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;1,9
EXTREMADURA;12.-Estafas informáticas;enero-septiembre 2023;5.397
EXTREMADURA;12.-Estafas informáticas;enero-septiembre 2024;5.174
EXTREMADURA;12.-Estafas informáticas;Variación % 2024/2023;-4,1
EXTREMADURA;13.-Otros ciberdelitos;enero-septiembre 2023;955
EXTREMADURA;13.-Otros ciberdelitos;enero-septiembre 2024;1.301
EXTREMADURA;13.-Otros ciberdelitos;Variación % 2024/2023;36,2
EXTREMADURA;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2023;25.965
EXTREMADURA;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2024;25.993
EXTREMADURA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;0,1
GALICIA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2023;55.688
GALICIA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2024;54.256
GALICIA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-2,6
GALICIA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2023;12
GALICIA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2024;11
GALICIA;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-8,3
GALICIA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2023;43
GALICIA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2024;32
GALICIA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-25,6
GALICIA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2023;874
GALICIA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2024;929
GALICIA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;6,3
GALICIA;4. Secuestro;enero-septiembre 2023;3
GALICIA;4. Secuestro;enero-septiembre 2024;3
GALICIA;4. Secuestro;Variación % 2024/2023;0,0
GALICIA;5. Delitos contra la libertad sexual;enero-septiembre 2023;598
GALICIA;5. Delitos contra la libertad sexual;enero-septiembre 2024;593
GALICIA;5. Delitos contra la libertad sexual;Variación % 2024/2023;-0,8
GALICIA;5.1.-Agresión sexual con penetración;enero-septiembre 2023;142
GALICIA;5.1.-Agresión sexual con penetración;enero-septiembre 2024;135
GALICIA;5.1.-Agresión sexual con penetración;Variación % 2024/2023;-4,9
GALICIA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2023;456
GALICIA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2024;458
GALICIA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;0,4
GALICIA;6. Robos con violencia e intimidación;enero-septiembre 2023;780
GALICIA;6. Robos con violencia e intimidación;enero-septiembre 2024;756
GALICIA;6. Robos con violencia e intimidación;Variación % 2024/2023;-3,1
GALICIA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2023;3.457
GALICIA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2024;3.284
GALICIA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-5,0
GALICIA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2023;1.984
GALICIA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2024;1.932
GALICIA;7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-2,6
GALICIA;8. Hurtos;enero-septiembre 2023;15.563
GALICIA;8. Hurtos;enero-septiembre 2024;15.032
GALICIA;8. Hurtos;Variación % 2024/2023;-3,4
GALICIA;9. Sustracciones de vehículos;enero-septiembre 2023;445
GALICIA;9. Sustracciones de vehículos;enero-septiembre 2024;396
GALICIA;9. Sustracciones de vehículos;Variación % 2024/2023;-11,0
GALICIA;10. Tráfico de drogas;enero-septiembre 2023;378
GALICIA;10. Tráfico de drogas;enero-septiembre 2024;374
GALICIA;10. Tráfico de drogas;Variación % 2024/2023;-1,1
GALICIA;11. Resto de criminalidad convencional;enero-septiembre 2023;33.535
GALICIA;11. Resto de criminalidad convencional;enero-septiembre 2024;32.846
GALICIA;11. Resto de criminalidad convencional;Variación % 2024/2023;-2,1
GALICIA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2023;15.698
GALICIA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2024;17.322
GALICIA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;10,3
GALICIA;12.-Estafas informáticas;enero-septiembre 2023;13.509
GALICIA;12.-Estafas informáticas;enero-septiembre 2024;14.725
GALICIA;12.-Estafas informáticas;Variación % 2024/2023;9,0
GALICIA;13.-Otros ciberdelitos;enero-septiembre 2023;2.189
GALICIA;13.-Otros ciberdelitos;enero-septiembre 2024;2.597
GALICIA;13.-Otros ciberdelitos;Variación % 2024/2023;18,6
GALICIA;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2023;71.386
GALICIA;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2024;71.578
GALICIA;III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;0,3
MADRID (COMUNIDAD DE);I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2023;245.948
MADRID (COMUNIDAD DE);I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2024;244.231
MADRID (COMUNIDAD DE);I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;-0,7
MADRID (COMUNIDAD DE);1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2023;25
MADRID (COMUNIDAD DE);1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2024;18
MADRID (COMUNIDAD DE);1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-28,0
MADRID (COMUNIDAD DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2023;135
MADRID (COMUNIDAD DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2024;126
MADRID (COMUNIDAD DE);2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-6,7
MADRID (COMUNIDAD DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2023;2.496
MADRID (COMUNIDAD DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2024;2.667
MADRID (COMUNIDAD DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;6,9
MADRID (COMUNIDAD DE);4. Secuestro;enero-septiembre 2023;17
MADRID (COMUNIDAD DE);4. Secuestro;enero-septiembre 2024;12
MADRID (COMUNIDAD DE);4. Secuestro;Variación % 2024/2023;-29,4
MADRID (COMUNIDAD DE);5. Delitos contra la libertad sexual;enero-septiembre 2023;2.097
MADRID (COMUNIDAD DE);5. Delitos contra la libertad sexual;enero-septiembre 2024;2.260
MADRID (COMUNIDAD DE);5. Delitos contra la libertad sexual;Variación % 2024/2023;7,8
MADRID (COMUNIDAD DE);5.1.-Agresión sexual con penetración;enero-septiembre 2023;483
MADRID (COMUNIDAD DE);5.1.-Agresión sexual con penetración;enero-septiembre 2024;511
MADRID (COMUNIDAD DE);5.1.-Agresión sexual con penetración;Variación % 2024/2023;5,8
MADRID (COMUNIDAD DE);5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2023;1.614
MADRID (COMUNIDAD DE);5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2024;1.749
MADRID (COMUNIDAD DE);5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;8,4
MADRID (COMUNIDAD DE);6. Robos con violencia e intimidación;enero-septiembre 2023;8.976
MADRID (COMUNIDAD DE);6. Robos con violencia e intimidación;enero-septiembre 2024;8.654
MADRID (COMUNIDAD DE);6. Robos con violencia e intimidación;Variación % 2024/2023;-3,6
MADRID (COMUNIDAD DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2023;10.669
MADRID (COMUNIDAD DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2024;10.246
MADRID (COMUNIDAD DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-4,0
MADRID (COMUNIDAD DE);7.1.-Robos con fuerza en domicilios;enero-septiembre 2023;6.913
MADRID (COMUNIDAD DE);7.1.-Robos con fuerza en domicilios;enero-septiembre 2024;6.726
MADRID (COMUNIDAD DE);7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-2,7
MADRID (COMUNIDAD DE);8. Hurtos;enero-septiembre 2023;94.104
MADRID (COMUNIDAD DE);8. Hurtos;enero-septiembre 2024;87.798
MADRID (COMUNIDAD DE);8. Hurtos;Variación % 2024/2023;-6,7
MADRID (COMUNIDAD DE);9. Sustracciones de vehículos;enero-septiembre 2023;5.184
MADRID (COMUNIDAD DE);9. Sustracciones de vehículos;enero-septiembre 2024;5.279
MADRID (COMUNIDAD DE);9. Sustracciones de vehículos;Variación % 2024/2023;1,8
MADRID (COMUNIDAD DE);10. Tráfico de drogas;enero-septiembre 2023;2.572
MADRID (COMUNIDAD DE);10. Tráfico de drogas;enero-septiembre 2024;2.768
MADRID (COMUNIDAD DE);10. Tráfico de drogas;Variación % 2024/2023;7,6
MADRID (COMUNIDAD DE);11. Resto de criminalidad convencional;enero-septiembre 2023;119.673
MADRID (COMUNIDAD DE);11. Resto de criminalidad convencional;enero-septiembre 2024;124.403
MADRID (COMUNIDAD DE);11. Resto de criminalidad convencional;Variación % 2024/2023;4,0
MADRID (COMUNIDAD DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2023;56.652
MADRID (COMUNIDAD DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2024;54.926
MADRID (COMUNIDAD DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-3,0
MADRID (COMUNIDAD DE);12.-Estafas informáticas;enero-septiembre 2023;51.375
MADRID (COMUNIDAD DE);12.-Estafas informáticas;enero-septiembre 2024;48.891
MADRID (COMUNIDAD DE);12.-Estafas informáticas;Variación % 2024/2023;-4,8
MADRID (COMUNIDAD DE);13.-Otros ciberdelitos;enero-septiembre 2023;5.277
MADRID (COMUNIDAD DE);13.-Otros ciberdelitos;enero-septiembre 2024;6.035
MADRID (COMUNIDAD DE);13.-Otros ciberdelitos;Variación % 2024/2023;14,4
MADRID (COMUNIDAD DE);III. TOTAL INFRACCIONES PENALES;enero-septiembre 2023;302.600
MADRID (COMUNIDAD DE);III. TOTAL INFRACCIONES PENALES;enero-septiembre 2024;299.157
MADRID (COMUNIDAD DE);III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;-1,1
MURCIA (REGIÓN DE);I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2023;45.393
MURCIA (REGIÓN DE);I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2024;45.951
MURCIA (REGIÓN DE);I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;1,2
MURCIA (REGIÓN DE);1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2023;13
MURCIA (REGIÓN DE);1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2024;11
MURCIA (REGIÓN DE);1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;-15,4
MURCIA (REGIÓN DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2023;50
MURCIA (REGIÓN DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2024;53
MURCIA (REGIÓN DE);2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;6,0
MURCIA (REGIÓN DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2023;898
MURCIA (REGIÓN DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2024;995
MURCIA (REGIÓN DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;10,8
MURCIA (REGIÓN DE);4. Secuestro;enero-septiembre 2023;4
MURCIA (REGIÓN DE);4. Secuestro;enero-septiembre 2024;3
MURCIA (REGIÓN DE);4. Secuestro;Variación % 2024/2023;-25,0
MURCIA (REGIÓN DE);5. Delitos contra la libertad sexual;enero-septiembre 2023;487
MURCIA (REGIÓN DE);5. Delitos contra la libertad sexual;enero-septiembre 2024;596
MURCIA (REGIÓN DE);5. Delitos contra la libertad sexual;Variación % 2024/2023;22,4
MURCIA (REGIÓN DE);5.1.-Agresión sexual con penetración;enero-septiembre 2023;82
MURCIA (REGIÓN DE);5.1.-Agresión sexual con penetración;enero-septiembre 2024;97
MURCIA (REGIÓN DE);5.1.-Agresión sexual con penetración;Variación % 2024/2023;18,3
MURCIA (REGIÓN DE);5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2023;405
MURCIA (REGIÓN DE);5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2024;499
MURCIA (REGIÓN DE);5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;23,2
MURCIA (REGIÓN DE);6. Robos con violencia e intimidación;enero-septiembre 2023;1.560
MURCIA (REGIÓN DE);6. Robos con violencia e intimidación;enero-septiembre 2024;1.607
MURCIA (REGIÓN DE);6. Robos con violencia e intimidación;Variación % 2024/2023;3,0
MURCIA (REGIÓN DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2023;3.968
MURCIA (REGIÓN DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2024;3.880
MURCIA (REGIÓN DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-2,2
MURCIA (REGIÓN DE);7.1.-Robos con fuerza en domicilios;enero-septiembre 2023;2.875
MURCIA (REGIÓN DE);7.1.-Robos con fuerza en domicilios;enero-septiembre 2024;3.008
MURCIA (REGIÓN DE);7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;4,6
MURCIA (REGIÓN DE);8. Hurtos;enero-septiembre 2023;12.569
MURCIA (REGIÓN DE);8. Hurtos;enero-septiembre 2024;12.198
MURCIA (REGIÓN DE);8. Hurtos;Variación % 2024/2023;-3,0
MURCIA (REGIÓN DE);9. Sustracciones de vehículos;enero-septiembre 2023;688
MURCIA (REGIÓN DE);9. Sustracciones de vehículos;enero-septiembre 2024;720
MURCIA (REGIÓN DE);9. Sustracciones de vehículos;Variación % 2024/2023;4,7
MURCIA (REGIÓN DE);10. Tráfico de drogas;enero-septiembre 2023;452
MURCIA (REGIÓN DE);10. Tráfico de drogas;enero-septiembre 2024;433
MURCIA (REGIÓN DE);10. Tráfico de drogas;Variación % 2024/2023;-4,2
MURCIA (REGIÓN DE);11. Resto de criminalidad convencional;enero-septiembre 2023;24.704
MURCIA (REGIÓN DE);11. Resto de criminalidad convencional;enero-septiembre 2024;25.455
MURCIA (REGIÓN DE);11. Resto de criminalidad convencional;Variación % 2024/2023;3,0
MURCIA (REGIÓN DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2023;9.695
MURCIA (REGIÓN DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2024;9.906
MURCIA (REGIÓN DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;2,2
MURCIA (REGIÓN DE);12.-Estafas informáticas;enero-septiembre 2023;8.647
MURCIA (REGIÓN DE);12.-Estafas informáticas;enero-septiembre 2024;8.636
MURCIA (REGIÓN DE);12.-Estafas informáticas;Variación % 2024/2023;-0,1
MURCIA (REGIÓN DE);13.-Otros ciberdelitos;enero-septiembre 2023;1.048
MURCIA (REGIÓN DE);13.-Otros ciberdelitos;enero-septiembre 2024;1.270
MURCIA (REGIÓN DE);13.-Otros ciberdelitos;Variación % 2024/2023;21,2
MURCIA (REGIÓN DE);III. TOTAL INFRACCIONES PENALES;enero-septiembre 2023;55.088
MURCIA (REGIÓN DE);III. TOTAL INFRACCIONES PENALES;enero-septiembre 2024;55.857
MURCIA (REGIÓN DE);III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;1,4
NAVARRA (COMUNIDAD FORAL DE);I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2023;21.073
NAVARRA (COMUNIDAD FORAL DE);I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2024;21.969
NAVARRA (COMUNIDAD FORAL DE);I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;4,3
NAVARRA (COMUNIDAD FORAL DE);1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2023;3
NAVARRA (COMUNIDAD FORAL DE);1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2024;3
NAVARRA (COMUNIDAD FORAL DE);1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;0,0
NAVARRA (COMUNIDAD FORAL DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2023;29
NAVARRA (COMUNIDAD FORAL DE);2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2024;17
NAVARRA (COMUNIDAD FORAL DE);2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;-41,4
NAVARRA (COMUNIDAD FORAL DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2023;278
NAVARRA (COMUNIDAD FORAL DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2024;359
NAVARRA (COMUNIDAD FORAL DE);3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2024/2023;29,1
NAVARRA (COMUNIDAD FORAL DE);4. Secuestro;enero-septiembre 2023;0
NAVARRA (COMUNIDAD FORAL DE);4. Secuestro;enero-septiembre 2024;0
NAVARRA (COMUNIDAD FORAL DE);4. Secuestro;Variación % 2024/2023;0,0
NAVARRA (COMUNIDAD FORAL DE);5. Delitos contra la libertad sexual;enero-septiembre 2023;301
NAVARRA (COMUNIDAD FORAL DE);5. Delitos contra la libertad sexual;enero-septiembre 2024;350
NAVARRA (COMUNIDAD FORAL DE);5. Delitos contra la libertad sexual;Variación % 2024/2023;16,3
NAVARRA (COMUNIDAD FORAL DE);5.1.-Agresión sexual con penetración;enero-septiembre 2023;61
NAVARRA (COMUNIDAD FORAL DE);5.1.-Agresión sexual con penetración;enero-septiembre 2024;49
NAVARRA (COMUNIDAD FORAL DE);5.1.-Agresión sexual con penetración;Variación % 2024/2023;-19,7
NAVARRA (COMUNIDAD FORAL DE);5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2023;240
NAVARRA (COMUNIDAD FORAL DE);5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2024;301
NAVARRA (COMUNIDAD FORAL DE);5.2.-Resto de delitos contra la libertad sexual;Variación % 2024/2023;25,4
NAVARRA (COMUNIDAD FORAL DE);6. Robos con violencia e intimidación;enero-septiembre 2023;362
NAVARRA (COMUNIDAD FORAL DE);6. Robos con violencia e intimidación;enero-septiembre 2024;352
NAVARRA (COMUNIDAD FORAL DE);6. Robos con violencia e intimidación;Variación % 2024/2023;-2,8
NAVARRA (COMUNIDAD FORAL DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2023;1.110
NAVARRA (COMUNIDAD FORAL DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2024;1.045
NAVARRA (COMUNIDAD FORAL DE);7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2024/2023;-5,9
NAVARRA (COMUNIDAD FORAL DE);7.1.-Robos con fuerza en domicilios;enero-septiembre 2023;760
NAVARRA (COMUNIDAD FORAL DE);7.1.-Robos con fuerza en domicilios;enero-septiembre 2024;741
NAVARRA (COMUNIDAD FORAL DE);7.1.-Robos con fuerza en domicilios;Variación % 2024/2023;-2,5
NAVARRA (COMUNIDAD FORAL DE);8. Hurtos;enero-septiembre 2023;6.926
NAVARRA (COMUNIDAD FORAL DE);8. Hurtos;enero-septiembre 2024;6.453
NAVARRA (COMUNIDAD FORAL DE);8. Hurtos;Variación % 2024/2023;-6,8
NAVARRA (COMUNIDAD FORAL DE);9. Sustracciones de vehículos;enero-septiembre 2023;112
NAVARRA (COMUNIDAD FORAL DE);9. Sustracciones de vehículos;enero-septiembre 2024;118
NAVARRA (COMUNIDAD FORAL DE);9. Sustracciones de vehículos;Variación % 2024/2023;5,4
NAVARRA (COMUNIDAD FORAL DE);10. Tráfico de drogas;enero-septiembre 2023;124
NAVARRA (COMUNIDAD FORAL DE);10. Tráfico de drogas;enero-septiembre 2024;180
NAVARRA (COMUNIDAD FORAL DE);10. Tráfico de drogas;Variación % 2024/2023;45,2
NAVARRA (COMUNIDAD FORAL DE);11. Resto de criminalidad convencional;enero-septiembre 2023;11.828
NAVARRA (COMUNIDAD FORAL DE);11. Resto de criminalidad convencional;enero-septiembre 2024;13.092
NAVARRA (COMUNIDAD FORAL DE);11. Resto de criminalidad convencional;Variación % 2024/2023;10,7
NAVARRA (COMUNIDAD FORAL DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2023;5.454
NAVARRA (COMUNIDAD FORAL DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2024;5.173
NAVARRA (COMUNIDAD FORAL DE);II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2024/2023;-5,2
NAVARRA (COMUNIDAD FORAL DE);12.-Estafas informáticas;enero-septiembre 2023;4.826
NAVARRA (COMUNIDAD FORAL DE);12.-Estafas informáticas;enero-septiembre 2024;4.487
NAVARRA (COMUNIDAD FORAL DE);12.-Estafas informáticas;Variación % 2024/2023;-7,0
NAVARRA (COMUNIDAD FORAL DE);13.-Otros ciberdelitos;enero-septiembre 2023;628
NAVARRA (COMUNIDAD FORAL DE);13.-Otros ciberdelitos;enero-septiembre 2024;686
NAVARRA (COMUNIDAD FORAL DE);13.-Otros ciberdelitos;Variación % 2024/2023;9,2
NAVARRA (COMUNIDAD FORAL DE);III. TOTAL INFRACCIONES PENALES;enero-septiembre 2023;26.527
NAVARRA (COMUNIDAD FORAL DE);III. TOTAL INFRACCIONES PENALES;enero-septiembre 2024;27.142
NAVARRA (COMUNIDAD FORAL DE);III. TOTAL INFRACCIONES PENALES;Variación % 2024/2023;2,3
PAÍS VASCO;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2023;59.682
PAÍS VASCO;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2024;61.762
PAÍS VASCO;I. CRIMINALIDAD CONVENCIONAL;Variación % 2024/2023;3,5
PAÍS VASCO;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2023;5
PAÍS VASCO;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2024;5
PAÍS VASCO;1. Homicidios dolosos y asesinatos consumados;Variación % 2024/2023;0,0
PAÍS VASCO;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2023;34
PAÍS VASCO;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2024;59
PAÍS VASCO;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2024/2023;73,5
